functional_url,solicitation_value,notice_type_element,due_date,set_aside_code,contact_name,description,subject,posting_date,product_service_code,naics_code,place_of_performance,address,dodaac,office_name,office_address,X_Coordinates,Y_Coordinates
https://piee.eb.mil/sol/xhtml/unauth/search/oppMgmtLink.xhtml?solNo=N6945025R0031,N6945025R0031,Combined Synopsis/Solicitation,2025/03/12 04:00 -06:00,8(a) Set-Aside,Kyle Rogers,"The Government intends to award a contract resulting from this solicitation to the 8(a) contractor who is deemed responsive, responsible, and offers the lowest price to the Government. Price will be the only factor considered. This is a new requirement comprised of design and construction services to complete the following: The Contractor shall provide all supervision, transportation, labor, materials, equipment and incidental work necessary to replace cast iron roof drains located in Defense Logistics Agency Building 1846. Work includes replacing approximately 800 linear feet of cast iron drainage pipe with Schedule 40 PVC bell end piping line of the same size as the existing line to include all joints and fittings. Replace required roof drains with new 868 series PVC roof drains. All pipe hangars shall be re-used for the installation of the new drain line. Contractor shall install new pipe hangars as required to ensure piping stays level to remove stormwater as designed. The period of performance for all requirements is 150 calendar days. This period of performance is negotiable depending on long lead items.",B1846 Drain Lines Replacement,2025/02/06,Z2QA - REPAIR OR ALTERATION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),236220 - Commercial and Institutional Building Construction,78419,"NAS Corpus Christi, Texas",N69450,NAVFACSYSCOM SOUTHEAST,NAS JACKSONVILLE BALLARD AND YORKTOWN AVE BLDG 903 JACKSONVILLE  FL  32212 JACKSONVILLE FL 32212 USA,27.6947068,-97.25416737672955
https://piee.eb.mil/sol/xhtml/unauth/search/oppMgmtLink.xhtml?solNo=SP330025B0001,SP330025B0001,Solicitation,2025/01/21 13:00 -05:00,Total Small Business Set-Aside,PAUL HOLBERT,"*VENDORS NEED TO EMAIL THE CONTRACT SPECIALIST WITH THEIR CAGE CODE AT PAUL.HOLBERT@DLA.MIL TO GAIN ACCESS TO RESTRICTED DOCUMENT(S)*NOTICE: Electronic submissions are mandatory for this solicitation, utilizing the Procurement Integrated Enterprise Environment (PIEE) Solicitation Module. To submit a Bid, vendors must have the Proposal Manager Role activated in the PIEE. Detailed guidance on posting a bid is provided in the PIEE Posting Offer demo, accessible through the general 10-step process described on the PIEE platform. Additional information will be detailed in the Invitation For Bid (IFB).  ELECTRONIC SOLICITATION: All documents related to this solicitation, including attachments, amendments, and notifications, are posted to the PIEE Solicitation Module. A link to these documents will be available on www.sam.gov. All Bids and amendments must be submitted through the PIEE Solicitation Module only.  Hard copies of the solicitation will not be distributed.  Controlled Temperature Storage. Contractor shall provide construction services to include all labor, management, supervision, tools, materials, equipment, and transportation for the procurement and construction to install a new, temperature-controlled storage room inside existing warehouse, complete with insulation, lighting, HVAC, and fire protection at Defense Distribution Depot San Joaquin, Tracy CA. in accordance with specifications and drawings. The following summary of work is for the purpose of general information and is not intended to include and describe every feature or item or to define the scope of work.  It is expected that the contractor will visit the site of work and thoroughly familiarize himself with the conditions existing there.  Failure on the part of the contractor to acquaint himself with the site conditions will not be sufficient reason for any increase in contract price. The scope of work includes but is not limited to the following:Contractor is to furnish all labor, management, supervision, tools, materials, equipment, and transportation to âF-35 Controlled Temperature Storageâ at DDJC with all the required components over the identified work areas. This project is 100% Small Business Set Aside.  The following summary of work is for the purpose of general information and is not intended to include and describe every feature or item or to define the scope of work.  It is expected that the contractor will visit the site of work and thoroughly familiarize him/herself with the conditions existing there.  PROJECT DESCRIPTION: This project is required to âF-35 Controlled Temperature Storageâ. Contractor is to provide all labor, supervision, materials, tools, and equipment to install a new, temperature-controlled storage room inside existing warehouse, complete with insulation, lighting, HVAC, and fire protection in Building 59-1.Performance Period: Contractor shall commence work upon Notice to Proceed and shall complete the entire work ready for use within 365 calendar days (12 months) after receipt of Notice to Proceed. Working Hours: The work shall be performed during normal business hours which consists of an 8-1/2-hour period established by the Contracting Officer, Monday through Friday, from 7:00 a.m. to 3:30 p.m. (including clean-up), excluding Government holidays. Any work requiring power shut down shall be done on Sunday as approved by Contracting Officer in advance. Any work required to be conducted outside of regular working hours requires advance Contracting Officer approval.The NAICS Code for this procurement is 236220.  The small business size standard is $45.0M.The magnitude of this construction effort is between $1,000,000 and $5,000,000.The tentative timeframe for issuance of the Invitation for Bid (IFB) solicitation SP3300-25-B-0001 for the above stated requirement is on or around December 11, 2024.  The exact date and time for the pre-proposal/site visit will be stated in the solicitation.  NOTICE TO VENDORS: Electronic submissions are mandatory for this solicitation, utilizing the Procurement Integrated Enterprise Environment (PIEE) Solicitation Module. To submit a Bid, vendors must have the Proposal Manager Role activated in the PIEE. Detailed guidance on posting a bid is provided in the PIEE Posting Offer demo, accessible through the general 10-step process described on the PIEE platform.ELECTRONIC SOLICITATION: All documents related to this solicitation, including attachments, amendments, and notifications, are posted to the PIEE Solicitation Module. A link to these documents will be available on www.sam.gov. All Bids and amendments must be submitted through the PIEE Solicitation Module only.  Hard copies of the solicitation will not be distributed.  Any questions concerning this project should be directed to the Acquisition Specialist Paul Holbert at paul.holbert@dla.mil.  All questions should be submitted in writing via email to the above.Prospective bidders are cautioned concerning their responsibility to access the website for any amendments that may be issued under the IFB.  There will be no advance notification of amendment issuance.   Prospective bidders are advised to consult the website frequently to check for any amendments.  Amendments may be issued up until the IFB due date.  Failure to acknowledge amendments may render your bid ineligible for award.NOTE:  All offerors MUST be registered in the System for Award Management (SAM) Database at http://www.sam.gov or an award cannot be processed. The solicitation will identify all information that the prospective offeror must submit in order to be considered for award. Failure to submit all the information requested by the solicitation may result in the bid being eliminated from consideration for award.All responsible small business concerns may submit a bid which shall be considered by this agency.  The Government intends to award a contract as a result of this IFB.  Award will be made to the lowest responsive, responsible bidder.  An offeror must be determined responsible according to the standards of FAR Subpart 9 to be eligible for award.",F-35 Controlled Temperature Storage,2024/12/18,Z2GZ - REPAIR OR ALTERATION OF OTHER WAREHOUSE BUILDINGS,236220 - Commercial and Institutional Building Construction,95304,Defense Distribution Center San Joaquin Tracy CA 95304,SP3300,DLA DISTRIBUTION,ACQUISITION OPERATIONS (J7) 430 MIFFLIN AVENUE SUITE 3102A NEW CUMBERLAND  PA  17070-5008 NEW CUMBERLAND PA 17070-5008 USA,0.0,0.0
https://piee.eb.mil/sol/xhtml/unauth/search/oppMgmtLink.xhtml?solNo=W15QKN25QA080,W15QKN25QA080,Presolicitation,2025/02/19 14:00 -05:00,Total Small Business Set-Aside,Bryan Thompson,"PLEASE NOTE THIS IS NOT THE SOLICITATIONThe Army Contracting Command - NJ intends to award a Firm Fixed Price Contracts as a result of the solicitation that will be posted. Services include but are not limited to: Update Building Controls. Please review the attached Statement of Work (SOW) for description of the requirement.Site Visit dates will be pre-scheduled and posted in the solicitation, if/when it is posted.The required response date will be posted via the Procurement Integrated Enterprise Environment (PIEE) Solicitation Module.This Solicitation may result in a single firm fixed priced purchase order based on Lowest Pricing Technically AcceptableLPTA procedures will be used in accordance with FAR 15.404-1(g)(1-3).**** For PIEE registration, training, and instructions for posting an offer, refer to the following links: PIEE Registration - https://piee.eb.mil/ Note: There are two vendor roles (Proposal Manager, Proposal View Only) for PIEE Solicitation Module. The Proposal Manager role is required to submit a quote/offer to a solicitation. Please be advised that when using the PIEE Solicitation Module, the userâs email address in PIEE must match the email address on file in SAM.gov. PIEE Solicitation Module Training and instructions are accessible through PIEE â Web Based Training at https://pieetraining.eb.mil/wbt/ For Frequently Asked Questions (FAQs) and additional training, go to the DoD Procurement Toolbox â eBusiness -- Solicitation Module at https://dodprocurementtoolbox.com/sitepages/solicitation-module ****","Update Building Controlss in Penn Yan, NY",2025/02/04,Z1AA - MAINTENANCE OF OFFICE BUILDINGS,236220 - Commercial and Institutional Building Construction,14527,"TEC 3 OLAF A. FREDRIKSEN USARC (NY052)198 Cornwell StreetPenn Yan, NY 14527",W15QKN,W6QK ACC-PICA,KO CONTRACTING OFFICE BUILDING 10 PHIPPS RD PICATINNY ARSENAL  NJ  07806-5000 PICATINNY ARSENAL NJ 07806-5000 USA,0.0,0.0
https://piee.eb.mil/sol/xhtml/unauth/search/oppMgmtLink.xhtml?solNo=W50S9525RA001,W50S9525RA001,Solicitation,2025/03/07 10:00 -05:00,Total Small Business Set-Aside,Badri Francis,"THIS REQUIREMENT IS TO ESTABLISH CONSTRUCTION INDEFINITE DELIVERY-INDEFINITE QUANTITY (IDIQ) MULTIPLE AWARD TASK ORDER CONTRACTS (MATOC) FOR MAINTENANCE, REPAIR AND CONSTRUCTION SERVICES IN SUPPORT OF THE NATIONAL GUARD THROUGHOUT THE STATE OF SOUTH CAROLINA. THE PRIMARY PURPOSE OF THE MATOC IS TO SUPPORT MCENTIRE JOINT NATIONAL GUARD BASE LOCATED IN EASTOVER, SOUTH CAROLINA. THE MATOC MAY ALSO SUPPORT SOUTH CAROLINA ARMY NATIONAL GUARD FACILITIES WITHIN THE STATE OF SOUTH CAROLINA AND NORTH CAROLINA AIR NATIONAL GUARD AT THE CHARLOTTE AIR NATIONAL GUARD BASE AT CHARLOTTE-DOUGLAS INTERNATIONAL AIRPORT. THE MULTI-DISCIPLINE CONTRACTS WILL HAVE A TOTAL ORDERING PERIOD OF FIVE (5) YEARS. THE TOTAL ORDER CAPACITY SHALL NOT EXCEED $49,500,000.00. THIS CAPACITY WAS DETERMINED BY REVIEWING PREVIOUS SOUTH CAROLINA AWARDS FOR CONSTRUCTION AND ANALYZING PLANNED NATIONAL GUARD CONSTRUCTION PROJECTS THROUGHOUT SOUTH CAROLINA.INTERESTED CONTRACTORS ARE ENCOURAGED TO ATTEND THE VIRTUAL PRE-PROPOSAL SITE VISIT ON 14 FEBRUARY 2025.  PLEASE REGISTER WITH THE LISTED MR. JONATHAN BAILEY AND 1ST LT BADRI FRANCIS NO LATER THAN 5PM EST ON 12 FEBRUARY 2025.  A TEAMS MEETING INVITATION WILL BE SENT OUT TO ALL WHO REGISTER BEFORE THE SUSPENSE DATE AND TIME.  All questions for the PRE-PROPOSAL conference must be submitted by 12 FEBRUARY 2025 via email to the points on contact listed on page 7 of the solicitation. Interested offerors must be registered in the System for Award Management (SAM). To register go to www.sam.gov. Instructions for registering are on the web page (there is no fee for registration).The solicitation and associated information and the plans and specifications will be accessible through the Contract Opportunities page at SAM.gov In accordance with FAR 36.211(b), the following information is provided:(1) The National Guard has no agency-specific policies or procedures applicable to definitization of equitable adjustments for change orders under construction contracts other than those described at FAR 43.204, DFARS 243.204 and AFARS 5143.204.(2) Data for the prior 3 fiscal years regarding the time required to definitize equitable adjustments for change orders under construction contracts for the National Guard is currently not available but will be compiled and provided in future announcements. DISCLAIMER: All official plans and specifications are located on the official government webpage and the Government is not liable for information furnished by any other source. Amendments, if/when issued will be posted to Contract Opportunities for electronic downloading. This will normally be the only method of distributing amendments prior to closing; therefore, it is the offerors responsibility to check the website periodically for any amendments to the solicitation. Websites are occasionally inaccessible, due to various reasons. The Government is not responsible for any loss of Internet connectivity or for an offerors inability to access web pages. The Government will not issue paper copies.",South Carolina ANG Construction MATOC,2025/01/28,Y1AZ - CONSTRUCTION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,236220 - Commercial and Institutional Building Construction,29044,"Various throughout both South Carolina and North Carolina (Primarily Eastover, SC and Charlotte, NC)",W50S95,W7NZ USPFO ACTIVITY SCANG 169,1325 SOUTH CAROLINA RD MCENTIRE ANGS EASTOVER  SC  29044-5000 EASTOVER SC 29044-5000 USA,0.0,0.0
https://piee.eb.mil/sol/xhtml/unauth/search/oppMgmtLink.xhtml?solNo=W911SA25RA012,W911SA25RA012,Solicitation,2025/03/03 10:00 -06:00,Service-Disabled Veteran-Owned Small Business (SDVOSB) Set-Aside,Kaleigh Nicksic,Solicitation notice for the 88th Hoosier JOC Indian Region posting 01/31/2025; pre-solicitation notice posted 1/15/2025,W911SA25RA012 PRESOLICITATION 88th HOOSIER JOC,2025/01/31,Z2JZ - REPAIR OR ALTERATION OF MISCELLANEOUS BUILDINGS,236220 - Commercial and Institutional Building Construction,none,none,W911SA,W6QM MICC FT MCCOY (RC),KO DIRECTORATE OF CONTRACTIN BLDG 1108 SOUTH R  STREET FORT MCCOY  WI  54656-5142 FORT MCCOY WI 54656-5142 USA,44.933143,7.540121
https://piee.eb.mil/sol/xhtml/unauth/search/oppMgmtLink.xhtml?solNo=W9126G24R0001,W9126G24R0001,Solicitation,2025/02/28 14:30 -06:00,Total Small Business Set-Aside,Michael Fenwick,"Construct a new Logistics and Readiness Fuels Flight administrative and laboratory facility for the 7th Logistics and Readiness Squadron at Dyess Air Force Base consisting of administrative space, command space, laboratory space, physical control capability and proximity to the refueler truck yard. Construction includes a single-story facility with reinforced concrete drilled pier foundation, load bearing masonry walls, prefinished metal wall panels, standing seam metal roof on light gauge steel framing and interior finishes. The facility also includes laboratory fixtures including grounding rails, sinks, cabinetry, water filtration, vented enclosure, dedicated heating and air conditioning, drainage, base wide fuel system control interface, electrical, secure communications, a backup generator per Air Force Instruction 32-1062, mass notification system, fire suppression and alarm system. Supporting facilities include all utilities, detention pond for storm drainage, site improvements, pavements, communications infrastructure, special foundation due to local expansive soil, site demolition and other supporting work necessary to make a complete and usable facility. Storm drainage includes an area for temporary water retention. The existing fuels administration laboratory facility, B4111, will be demolished by a separate project in the following fiscal year. This project will comply with Unified Facility Criteria 4-010-06, Cybersecurity of Facility-Related Control Systems. Facilities will be designed as permanent construction in accordance with Department of Defense Unified Facilities Criteria 1-200-01, General Building requirements. This project will comply with Department of Defense antiterrorism/ force protection requirements per Unified Facilities Criteria 4-010-01.",B-21 LRS FUELS ADMIN/LAB AND REFUELER TRUCK YARD,2025/01/15,Y1GZ - CONSTRUCTION OF OTHER WAREHOUSE BUILDINGS,236220 - Commercial and Institutional Building Construction,79607,"Dyess AFB, TX",W9126G,W076 ENDIST FT WORTH,KO CONTRACTING DIVISION 819 TAYLOR ST BOX 17300 FORT WORTH  TX  76102-6124 FORT WORTH TX 76102-6124 USA,32.42063865,-99.83817709285637
https://piee.eb.mil/sol/xhtml/unauth/search/oppMgmtLink.xhtml?solNo=W9127824R0011,W9127824R0011,Solicitation,2024/05/10 14:00 -05:00,N/A,Jacob Mcgriff,"The intended acquisition will result in award of DBB construction of an Aviation Storage Facility for use by U.S. forces located at Soto Cano Air Base. The new fuel storage facility will provide a minimum of 300,000 gallons of fuel storage. Three nominally 100,000-gallon factory fabricated storage tanks will be provided to meet this requirement. The three storage tanks will be placed on a curbed foundation slab for containment of small drips and spills. The system will be provided with two (2) commercial truck offload skids to provide system redundancy as well as an increased rate of fuel receipt. Each of the commercial offload skids will be capable of offloading at a rate of 600 GPM. The new fuel system will have two (2) truck fillstands, each capable of issuing fuel at a rate of 600 GPM. The new system will require a POL Ops building equipped with a fuel laboratory meeting C++ sizing requirement as outlined in UFC 4-310-03. The North American Industry Classification System (NAICS) code for this project is 236220.","W9127824R0011 - Aviation Fuel Storage Facility, Soto Cano Air Base, Honduras",2024/04/04,Y1JZ - CONSTRUCTION OF MISCELLANEOUS BUILDINGS,236220 - Commercial and Institutional Building Construction,none,"Soto Cano Air Base, Honduras",W91278,US ARMY ENGINEER DISTRICT MOBILE,KO CONTRACTING DIVISION 109 ST JOSEPH ST MOBILE AL  36628-0001 MOBILE AL 36628-0001 USA,30.733639857038767,-88.04325339271627
https://piee.eb.mil/sol/xhtml/unauth/search/oppMgmtLink.xhtml?solNo=W9127824R0034,W9127824R0034,Solicitation,2025/02/24 14:00 -06:00,N/A,STEPHEN BRELAND,"This contract is intended to provide for a full range of design-build, repair and construction services to include renovation, repair and new construction services for DHA medical treatment facilities (MTF) and medical research laboratory facilities to provide quick, cost-effective responses to requirements for DHA facilities, primarily at military installations. With few exceptions, new construction project cost limitations will be in accordance with the statutory limit for projects funded under the US Armyâs Operation and Maintenance program.",Two-Phase Design Build MATOC IDIQ for Healthcare Facilities in Support of the Defense Health Agency (DHA) â Southern Region,2025/01/23,Y1DA - CONSTRUCTION OF HOSPITALS AND INFIRMARIES,236220 - Commercial and Institutional Building Construction,none,none,W91278,US ARMY ENGINEER DISTRICT MOBILE,KO CONTRACTING DIVISION 201 St. Michael St. MOBILE  AL  36602 MOBILE AL USA,44.933143,7.540121
https://piee.eb.mil/sol/xhtml/unauth/search/oppMgmtLink.xhtml?solNo=W9127824R0052,W9127824R0052,Solicitation,2025/03/20 14:00 -06:00,Total Small Business Set-Aside,Eric Hurtado,"The B9101 GPO Renovation and NASA Roof Replacement is a design bid build construction project located at Stennis Space Center, MS. The project involves the expansion of printing operations, Roof Replacement, and renovation of Administration Offices for the GPO. Work includes all structural, electrical, mechanical, plumbing and HVAC connections to accommodate equipment being installed by GPO. Replacement of approximately 300,000 s.f. of roof shall be done IAW the plans and specs. The Administration Offices renovations will include architectural, electrical, mechanical, plumbing and HVAC in order to meet GPO and NASA needs.","B9101 GPO RENOVATION AND NASA ROOF REPLACEMENT STENNIS SPACE CENTER, MS",2025/02/03,Y1JZ - CONSTRUCTION OF MISCELLANEOUS BUILDINGS,236220 - Commercial and Institutional Building Construction,39556,"Stennis Space Center, Hancock Mississippi",W91278,US ARMY ENGINEER DISTRICT MOBILE,KO CONTRACTING DIVISION 109 ST JOSEPH ST MOBILE  AL  36628-0001 MOBILE AL 36628-0001 USA,30.3776388,-89.59783120338261
https://piee.eb.mil/sol/xhtml/unauth/search/oppMgmtLink.xhtml?solNo=W9127824R0132,W9127824R0132,Presolicitation,2025/03/20 14:00 -06:00,Historically Underutilized Business (HUBZone) Set-Aside,Lesley Thomas,This is an advance notice for a New SATOC IDIQ Contract for construction task orders at Gulf Coast Area Office.    SEED PROJECT: TO BE IDENTIFIED IN PHASE TWO,SATOC GULF COAST AREA OFFICE,2025/01/23,Y1JZ - CONSTRUCTION OF MISCELLANEOUS BUILDINGS,236220 - Commercial and Institutional Building Construction,none,none,W91278,US ARMY ENGINEER DISTRICT MOBILE,KO CONTRACTING DIVISION 109 ST JOSEPH ST MOBILE  AL  36628-0001 MOBILE AL 36628-0001 USA,44.933143,7.540121
https://piee.eb.mil/sol/xhtml/unauth/search/oppMgmtLink.xhtml?solNo=W9127825R0027,W9127825R0027,Solicitation,2025/02/10 14:00 -06:00,8(a) Sole Source,Lesley Thomas,"This is an 8(a) Sole Source IDIQ for contracts for renovation, repair and new construction Fort Novosel, Alabama. This IDIQ will be for a three-year ordering period that may be exercised at the discretion of the Government.","SATOC IDIQ Renovation, Repair and New Construction at Fort Novosel, Alabama",2025/01/23,Y1JZ - CONSTRUCTION OF MISCELLANEOUS BUILDINGS,236220 - Commercial and Institutional Building Construction,none,"Fort Novosel, Alabama",W91278,US ARMY ENGINEER DISTRICT MOBILE,KO CONTRACTING DIVISION 109 ST JOSEPH ST MOBILE  AL  36628-0001 MOBILE AL 36628-0001 USA,31.45140705,-85.78393468276528
https://piee.eb.mil/sol/xhtml/unauth/search/oppMgmtLink.xhtml?solNo=W9128F24R0066,W9128F24R0066,Solicitation,2024/08/20 14:00 -05:00,Total Small Business Set-Aside,Scott Dwyer,"This project will replace end of life cable and switchgear considered to be at the end of their useful life and install a redundant, new backup commercial power feed of same capacity to the PL-1, which will improve resiliency by creating the redundancy mandated by Uptime Institute (UTI) Tier IV Standards in accordance with (IAW) Paragraph 12 of AFI 32-1062, AFSPC Supplement. This project will also eliminate several existing high risks, single points of failure, any one of which may cause lengthy risk to mission reliability. Listed below are goals for the project:1. Install a new external ATO feed line for the Replacement and Redundant feeder line to connect to inside the PL-1 area. Will need to source work with local power utility (XCEL).2. Replace the primary power feed line inside the PL-1 area3. Provide new redundant power feed line to the PL-1 area.4. Provide new ATO-Type switchgear lineups5. Demolish the existing igloo switchgear area.6. Remove the existing primary power feed line inside the PL-1 area","Construct Redundant Electrical Supply, Buckley SFB, CO",2024/07/17,Y1JZ - CONSTRUCTION OF MISCELLANEOUS BUILDINGS,236220 - Commercial and Institutional Building Construction,80011,none,W9128F,W071 ENDIST OMAHA,KO CONTRACTING OFFICE 1616 CAPITOL AVENUE OMAHA  NE  68102-4901 OMAHA NE 68102-4901 USA,44.933143,7.540121
https://piee.eb.mil/sol/xhtml/unauth/search/oppMgmtLink.xhtml?solNo=W9128F25R0005,W9128F25R0005,Solicitation,2025/02/18 14:00 -06:00,N/A,Gloria Garside,"This project is a design-bid-build (DBB) construction project that will provide four (4) new pre-engineered metal Environmental Protection Shelters (EPS), approximately 20,000 SF each.  EPSâs are sized to fit the B-2A âSpiritâ aircraft with space to perform general aircraft maintenance.  The project also includes associated airfield and ground support equipment (GSE) paving.  Supporting facilities include two (2) maintenance kiosks, approximately 160 SF each, providing electrical and communication infrastructure to the EPSâs.  Additional site features include blast deflectors, PL-3 boundary fencing and lighting, and an entry control point (ECP).  This project will include a space or spaces constructed to AFI 16-1404 requirements.Facilities will be designed as permanent construction in accordance with the DoD Unified Facilities Criteria (UFC) 1-200-01, General Building Requirements and UFC 1-200-02, High Performance and Sustainable Building Requirements. Each facility must be compatible with applicable DoD, Air Force, aircraft, and base design standards.  In addition, sustainable (green) construction materials and techniques shall be used where cost effective and/or where specified.  This project will comply with DoD antiterrorism/force protection requirements per unified facilities criteria.Special construction and functional requirements: The project will be constructed on / near the existing Alert Apron at EAFB. As such, the project will be constructed adjacent to â and may be required to integrate with active airfield operations. It will also be constructed adjacent to other active B-21 facility construction sites. Demolition of existing facilities, utilities, and infrastructure â to include hazardous materials contaminated apron and soils may be required. New airfield apron will be designed in compliance with UFC 3-260-02 and will be constructed in compliance with UFGS 32 13 14.13.",B-21 East Alert Apron,2024/12/30,Y1BZ - CONSTRUCTION OF OTHER AIRFIELD STRUCTURES,236220 - Commercial and Institutional Building Construction,57706,"Ellsworth AFB, South Dakota",W9128F,W071 ENDIST OMAHA,KO CONTRACTING OFFICE 1616 CAPITOL AVENUE OMAHA  NE  68102-4901 OMAHA NE 68102-4901 USA,44.1471806,-103.0867515079389
https://piee.eb.mil/sol/xhtml/unauth/search/oppMgmtLink.xhtml?solNo=W9128F25R0011,W9128F25R0011,Solicitation,2025/02/25 14:00 -06:00,N/A,Scott Dwyer,"This project will provide five (5) new pre-engineered metal Environmental Protection Shelters (EPS), approximately 20,000 SF each. EPSâs are sized to fit the B-2A âSpiritâ aircraft with space to perform general aircraft maintenance. The project also includes associated airfield and ground support equipment (GSE) paving. Supporting facilities include two maintenance kiosks, approximately 160 SF each, providing electrical and communication infrastructure to the EPSâs. This project will include a space or spaces constructed to AFI 16-1404 requirements.",B-21 60 Row Environmental Protection Shelters - North,2025/01/03,Y1BZ - CONSTRUCTION OF OTHER AIRFIELD STRUCTURES,236220 - Commercial and Institutional Building Construction,57706,"Ellsworth AFB, South Dakota",W9128F,W071 ENDIST OMAHA,KO CONTRACTING OFFICE 1616 CAPITOL AVENUE OMAHA  NE  68102-4901 OMAHA NE 68102-4901 USA,44.1471806,-103.0867515079389
https://piee.eb.mil/sol/xhtml/unauth/search/oppMgmtLink.xhtml?solNo=W912DW25R0013,W912DW25R0013,Solicitation,2025/03/20 11:00 -07:00,8(a) Set-Aside,Alysha Macdonald,"The Seattle District is soliciting a project to repair, renovate, and install equipment at seven warehouses (totaling approximately 39,000 sq ft) and admin facilities (totaling approximately 6,711 sq ft) located at the Davis-Monthan Air Force Base, in Tucson, Arizona. The general scope includes installing warehouse support equipment, replacing associated utility infrastructure, and revamping truck receiving/transportation flow. The construction performance period is 510 calendar days from Notice to Proceed (NTP).","DLA-Tucson Reflow, Warehouse, and Admin Renovation Project",2025/02/03,Z2GZ - REPAIR OR ALTERATION OF OTHER WAREHOUSE BUILDINGS,236220 - Commercial and Institutional Building Construction,85707,"Tucson, AZ",W912DW,W071 ENDIST SEATTLE,KO CONTRACTING DIVISION 4735 EAST MARGINAL WAY SOUTH SEATTLE  WA  98134-2329 SEATTLE WA 98134-2329 USA,32.2228765,-110.974847
https://piee.eb.mil/sol/xhtml/unauth/search/oppMgmtLink.xhtml?solNo=W912DW25R0015,W912DW25R0015,Solicitation,2025/03/03 14:00 -08:00,8(a) Set-Aside,Linda O'Brien,"Supply Support Activity (SSA) Warehouse, JBLM, WA.","SSA Warehouse, JBLM, WA",2025/01/31,Y1JZ - CONSTRUCTION OF MISCELLANEOUS BUILDINGS,236220 - Commercial and Institutional Building Construction,98433,"JBLM, WA",W912DW,W071 ENDIST SEATTLE,KO CONTRACTING DIVISION 4735 EAST MARGINAL WAY SOUTH SEATTLE  WA  98134-2329 SEATTLE WA 98134-2329 USA,47.11674045,-122.50020625
https://piee.eb.mil/sol/xhtml/unauth/search/oppMgmtLink.xhtml?solNo=W912ER24R0003,W912ER24R0003,Solicitation,2024/10/20 16:30 -04:00,N/A,Sabrina Booker,"The Transatlantic Middle East District (TAM) is seeking experienced contractors capable of performing a Design-Bid-Build (DBB) Construction of a new F-18 Super Hornet Procurement D, Package 002 - Quick Reaction Area (QRA) and Combat Aircraft Loading Area (CALA) at Al Jaber, Air Base Kuwait. The intent of this project is to construct a new Quick Reaction Area (QRA), Combat Aircraft Loading Area (CALA), related site improvements, and incidental related work. The work is part of group of projects to support fielding of new F/A-18E/F Super Hornet aircraft. All facilities are designed in accordance with Unified Facilities Criteria. The estimated magnitude of this project is between $25,000,000 and $100,000,000. The appropriate Northern American Industry Classification System (NAICS) code for this procurement is 236220 -- Commercial and Industrial Building Construction, and the Small Business Size Standard is $45,000,000. The Period of Performance for this project is 613 calendar days from Notice to Proceed (NTP).","W912ER24R0003 SOLICITATION NOTICE FOR F-18 Super Hornet Procurement D, Package 002 Quick Reaction Area (QRA) and Combat Aircraft Loading Area (CALA)",2024/09/12,Y1JZ - CONSTRUCTION OF MISCELLANEOUS BUILDINGS,236220 - Commercial and Institutional Building Construction,none,KUWAIT,W912ER,W31R ENDIS MIDDLE EAST,201 PRINCE FREDERICK DRIVE WINCHESTER            VA 22602-5000 WINCHESTER  VA  22602-5000 WINCHESTER VA 22602-5000 USA,29.3796532,47.9734174
https://piee.eb.mil/sol/xhtml/unauth/search/oppMgmtLink.xhtml?solNo=W912ER25R0004,W912ER25R0004,Solicitation,2025/03/03 10:00 -05:00,N/A,Jonathan Space,"This is a Firm-Fixed Price (FFP) Design-Bid-Build (DBB) project to construct aviation storage, maintenance facilities and infrastructure to improve capabilities for the KC-46A at Site 20115, Israel.THE MAGNITUDE OF CONSTRUCTIONS IS BETWEEN: $25,000,000 - $100,000,000(a) The Government reserves the right to incorporate the awardee proposal into the contract. Any deviationsfrom the proposal must be approved by the Contracting Officer;(b) The contractor is required to provide all documentation requested in this solicitation (tender) to include bonding, and Defense Base Act(DBA) Insurance after contract award and prior to Notice to Proceed(c) The successful offeror is required to provide a construction surety by submitting Performance and Payment Bonds (See Contract Clause52.228-14 and 52.228-15).(d) All Contractors shall provide proof of registration within the System for Award Management (SAM) and provide a valid UEI, and CAGECODE to be considered for award.","KC-46A Bed-Down, State of Israel",2025/01/30,Y1BZ - CONSTRUCTION OF OTHER AIRFIELD STRUCTURES,236220 - Commercial and Institutional Building Construction,none,Israel,W912ER,W31R ENDIS MIDDLE EAST,201 PRINCE FREDERICK DRIVE WINCHESTER            VA 22602-5000 WINCHESTER  VA  22602-5000 WINCHESTER VA 22602-5000 USA,31.39480005,34.63358319049945
